公司名稱,網址,標籤資訊,品牌名稱,主要產品,攤位號碼
寶禾科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6CF144277D29C3B2C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=538,Embedded,,崁入式系統及周邊,
寶鐶實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/7959280BEC66F0D9C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=540,"Gaming, Liquidcooling",TrendSonic,電腦機殼,
寶麒企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B1930C0D85F87330C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=541,"Gaming, other",,其他電腦周邊,
尚太有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D55D2DEC847F67C8C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=542,"6G, AI, AI Service, AMR, EnergyStorage",SUNTAI,電腦散熱裝置及風扇,
尚睿博科技（香港）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0B8D88713677514AB3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=543,MaaS,,"耳麥,電腦鍵盤,滑鼠",
崑力企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1BE7BA9E7DBD149DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=546,other,,"電腦電源,其他電腦零組件,其他電腦周邊",
崴凌科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E19983FCDA1CAEEFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=547,"AI, Embedded, IoT",,"嵌入式處理器,工業用電腦,崁入式系統及周邊,工業物聯網平台,工業物聯網解決方案",
崴遠科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/57AF74BEE8443C62C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=548,"CyberSecurity, Security",UGUARD NETWORKS,"作業系統,防毒及資安軟體,路由器,其他網通產品",
嵩慶欣業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B669F92087D90A31C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=549,Liquidcooling,,其它,
嵩達光電科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D69EAF2704060CB4C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=550,"Gaming, other",AbonTouch,人機介面,
巧連科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1EA7D2CABC7EB978C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=551,"Drone, e-bike",,"機器人,其他感測器,智慧穿戴裝置,倒車顯影及雷達,無人機",
帝崴企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/45628A4E69605ACFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=554,other,,電視壁掛架,
常珵科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/B3BE1514A6A2E546C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=555,"WiFi6E, WiFi7",ATW,數據機,
干城科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/9839FD69C7548F7BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=556,"AI, DataCenter, EdgeComputing, GreenTech, WiFi6E",,工業物聯網平台,
年益實業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/51A48C66B0057D10C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=557,"BigData, Cloud, DataCenter, WiFi6E, WiFi7",Nienyi,"藍牙傳輸器及接收器,無線網路天線,通訊天線,光纖",
年高科技（深圳）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BA4033C9E3CFD40016AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=558,Embedded,,"工業用電腦,崁入式系統及周邊,工業平板電腦",
幸康電子股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/885735EC2D7F6D37C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=559,"AI, AutonomousVehicles, Drone, EdgeComputing, Embedded, EnergyStorage",CINCON,交換式電源供應器,
康揚企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4B23C5A3821F64AEC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=560,SmartCar,KY,"其他電腦零組件,其他電腦周邊",
康斯特科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0508B055ECF48B5EC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=561,"AI, AI Service, Cloud, DataCenter, HPC",,,
康斯特科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0508B055ECF48B5E6CE66B97581E242E96F6ACF547D9859B/info.html?lt=data&vt=show-area&cr=562,"AI Service, Cloud, DataCenter, EdgeComputing",,,
康聯訊科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F02AA06265E30D3FC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=563,"CyberSecurity, ESG, SI, Security, WiFi6E, other",CTS,網路交換器,
康萊興業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C4EA31636C141214C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=564,"ESG, other",FLEXIWORK,其他電腦周邊,
廈門凱斯佐工貿有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/298AF0C0FEB47C00EBAFA644770A47EED0636733C6861689/info.html?lt=data&vt=show-area&cr=565,SmartRetail,,"POS 配件,POS 印表機",
廈門匯鴻華芯科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F58F15C0F32E4A2466B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=566,"BigData, DataCenter, GenerativeAI, QuantumComputing",TOPGREAT,"隨身碟,其他電腦儲存裝置及媒體,電腦鍵盤",
廈門愛印科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/168C9717798F0C18B3E853C15EA402C6D0636733C6861689/info.html?lt=data&vt=show-area&cr=567,"BigData, GenerativeAI",,"印表機,工業印表機,POS 印表機",
廈門愛普特電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5AB2A753C7B297D4CAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=568,SmartRetail,APT,"條碼列印機,POS 配件,POS 印表機",
廈門美肯科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E5D426C84DB8B34ECAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=569,SmartRetail,,多媒體機台,
廣州偉仕達電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/44C9CADB0F579E346AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=570,,WESDAR,"耳機及無線藍牙耳機,電腦鍵盤,藍牙鍵盤及滑鼠,電競滑鼠,電競鍵盤",
廣州市中崎商業機器股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8399C23E09411B13C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=571,SmartRetail,Zonerich,"POS PC,POS 印表機,行動 POS",
廣州市微嵌計算機科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BB9FF1A9D9C5909716AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=573,Embedded,,"工業用電腦,人機介面,工業平板電腦",
廣州市艾界科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/48F205DDF198D0FE8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=574,,ACEGEEK,"導熱膏 / 散熱膏,電腦機殼,電腦電源,電腦散熱裝置及風扇,其他電腦零組件,電競其他週邊,電競鍵盤,水冷式散熱系統",
廣州市賀氏辦公設備有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/44742BBFF9569A469FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=575,"BigData, Edge, Semiconductor, SmartCockpit",XINMI,行動 POS,
廣州愛格爾智能科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/A14636D39CBB4F98CAADCF7FDE6C69A7D0636733C6861689/info.html?lt=data&vt=show-area&cr=576,SmartRetail,,"銷售點管理系統,行動 POS,POS 配件",
廣州海葳特科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/AE1D5FEADEC0DE346AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=577,"GenerativeAI, MaaS",HAVIT,"投影機,耳機及無線藍牙耳機,藍牙及Wi-Fi無線喇叭,行動電源,手持裝置充電器,電競滑鼠,電競鍵盤,電競耳機/耳機麥克風/麥克風",
廣州瑩派電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BB9FF1A9D9C590978608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=578,BigData,,"條碼列印機,POS 印表機",
廣州福施湃樂電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FA15535CF843D1B566B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=579,Gaming,,"電腦電源,電腦散熱裝置及風扇",
廣州立科德電子設備有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/CA0953099133A9768608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=580,ChatBot,,"條碼讀取機,條碼列印機,POS 印表機",
廣州訊寶電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/F8B7F0129BF3FF5D8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=582,SmartRetail,Syble,"銷售點管理系統,條碼讀取機,條碼及QR Code閱讀系統",
廣州銳禧電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/298AF0C0FEB47C0016AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=583,DataCenter,,"電腦機殼,電腦散熱裝置及風扇",
廣州鮮柚智能科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/29F0812D8CF0E02B6AA20250577E85F3D0636733C6861689/info.html?lt=data&vt=show-area&cr=584,MaaS,AIWA,"筆記型電腦,液晶顯示器",
廣恆科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/373E076549A64082C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=585,"6G, WiFi6E, WiFi7, e-bike",POWERTRON,電源適配器,
廣東中強精英電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/95F387CBFE7DFA889FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=586,QuantumComputing,,"液晶顯示器,觸控顯示器及面板,繪圖板 / 手寫板,其他電腦周邊,電腦架",
廣東優力普物聯科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/0AC63ADBA848F20816AFB4F356442538D0636733C6861689/info.html?lt=data&vt=show-area&cr=587,"ImmersiveExperiences, VR",,網路交換器,
廣東嘀嗒酷顯柔性顯示技術股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C52EA3F99D5A019B0ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=589,"Cloud, Edge, QuantumComputing, Semiconductor",,觸控顯示器及面板,
廣東歐希德精密智造科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FE841FB2EAB3EBA40ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=590,SmartCity,OSHID,鍵帽,
廣積科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/310AE3B147957587C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=593,"AI, CyberSecurity, EdgeComputing, Embedded, SmartRetail",IBASE,"工業用電腦,崁入式系統及周邊,工業用電腦主機板,嵌入式單板電腦,工業平板電腦,數位電子看板",
廣穎電通股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D503575565804E64C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=594,"DataCenter, Gaming",SP Silicon Power,固態硬碟,
廣績科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/FFFEB5343FFF73A6C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=595,"AV, Gaming",PERFEKT,"其他電腦周邊,USB介面轉接頭、線材及集線器,其他網通產品",
廣群科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/6E7087A11CE6B669C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=596,Embedded,,工業用電腦,
廣運機械工程股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/98B006CDA7CE8A98C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=597,"AI Service, DataCenter, Liquidcooling",,,
廣鼎國際有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C45BFF18C7331ECCC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=598,Gaming,INTOPIC,"耳機及無線藍牙耳機,可攜式喇叭",
建普科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/73B042A01F3ACC07C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=599,QuantumComputing,,"電腦機殼,其他電腦零組件,電腦線材及連接器",
建舜電子製造股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/549D755F52A5A68AC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=600,"6G, AI, AR/VR/MR/XR, EnergyStorage, Gaming",JEM,手持裝置傳輸線,
弗穆樂科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DFA707CBEF60E4A3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=601,"Gaming, Liquidcooling, SI",Formula V Line,"電腦機殼,電腦電源,電腦散熱裝置及風扇",
弘真科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8D4EBC50F9619747C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=602,"AI, AI Service, SI, SharedMobilityServices, other",QNO,無線HDMI接收器 / 轉換器 / 發射器,
強復科技實業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1277F599E9EEF390C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=604,EdgeComputing,,交換式電源供應器,
強淞企業股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/386843C3580C7601C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=605,"AI Service, Semiconductor",,AI 氣冷/水冷/液冷散熱系統,
彩迅工業（中山）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/1C35069121071DD0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=606,QuantumComputing,expressluck,"桌上型電腦,液晶螢幕電視機",
復堯科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D22A3379622790FAC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=608,"AI, BigData, Cloud, DataCenter",,"插座,其他電腦零組件,KVM線材及切換器",
微品有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/77C84A471F2C82B3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=609,other,,,
微星科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4963BA532AA62498C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=610,"AI, AMR, EV, Gaming, WiFi7",msi,"筆記型電腦,個人電腦主機板,顯示卡",
微星科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/EA74D609BD7459FFC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=611,"AI, AI Service, EdgeComputing, Embedded, SmartRetail",MSI,"工業用電腦,AI伺服器",
德商鐠羅工匠電競股份有限公司台灣分公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/77A94623ED290DB0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=612,"Gaming, Liquidcooling",noblechairs,"電腦機殼,電腦電源,電腦散熱裝置及風扇,電腦鍵盤",
德州儀器,https://www.computextaipei.com.tw/zh-tw/exhibitor/958F5AAE392D3C558608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=613,,,"電競桌上型電腦,電競筆電,電競主機板",
德隆股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/01E7289BEEAD323BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=614,"Gaming, SI",Montech,電腦機殼,
必恩威亞太有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/08B9788661313E72C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=615,"AI, EdgeComputing, Gaming",PNY,"工作站,其他電腦零組件,固態硬碟,隨身碟,動態隨機存取記憶體,AI伺服器",
怡靖科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4A8F2055100517C3C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=617,Embedded,XEMA,數據收集與辨識系統,
恆顥科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C7C07BDEB8C9DA05C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=618,"AI, Gaming, GreenTech, other",,觸控顯示器及面板,
恒宇電子製造有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/38F951B2B78ED68DC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=619,"CyberSecurity, Gaming, SmartRetail","Heng Yu, Double Shell","工業用電腦,多媒體機台,讀卡機,電競鍵盤,電競滑鼠,POS PC,POS 配件",
恒耐視（廣州）智能科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/18390750BFF1C3F80ED9BBB8CFEA711ED0636733C6861689/info.html?lt=data&vt=show-area&cr=620,SmartRetail,HENEX,"條碼讀取機,條碼及QR Code閱讀系統",
悅荃企業有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/06D5ADD908409DABC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=621,"AV, SI",,"其他電腦周邊,KVM線材及切換器",
悅達科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/4C2CF5C19F4C7A81C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=622,"Security, SmartHome",YODA,網路交換器,
惠州佳達隆電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/44742BBFF9569A46E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=623,"Edge, Embedded, Gaming, SmartCockpit, SmartHome",Gateron,"電腦鍵盤,滑鼠",
惠州市九紫電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/26F114797DC7229FE3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=624,Gaming,Jiuzi,"電競滑鼠,電競鍵盤,電競鍵盤,電子競技",
惠州市正牌科電有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/BF4BE2E0A421EBDC8608BDEDC4383428D0636733C6861689/info.html?lt=data&vt=show-area&cr=625,Gaming,TTC,"遊戲機控制器及搖桿,電競鍵盤,電競滑鼠",
惠州市舜鑫杰電子科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/DD04385151B7C058E3FFE7E1A39FEBB7D0636733C6861689/info.html?lt=data&vt=show-area&cr=626,BigData,SUNXI,"交換式電源供應器,電腦機殼,電腦散熱裝置及風扇",
惠州淩特華盛科技有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/C52EA3F99D5A019B66B201C36669FF04D0636733C6861689/info.html?lt=data&vt=show-area&cr=627,5G&Beyond,,"媒體轉換器,網路交換器",
惠科股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/21068D7FEBCEB46BC8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=628,SmartHome,HKC,"電腦機殼,電腦電源,液晶顯示器",
惠聯雲技術（深圳）有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/48F205DDF198D0FE9FA5D07724A13ACCD0636733C6861689/info.html?lt=data&vt=show-area&cr=629,"Cloud, Edge, Embedded, GenerativeAI, QuantumComputing",HVLANYN,"準系統及迷你電腦,桌上型電腦,筆記型電腦",
意象無限股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/D53C96E4EA9CD599C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=630,other,iBLab,其它,
愛克智慧科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/73A2398EC1885601C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=631,"Cloud, Gaming, other",AiQ,,
愛比科技股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/5F6301F22A50FE28C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=632,"AI Service, ChatBot, GenerativeAI",IPEVO,"攝影機,耳機及無線藍牙耳機,麥克風,可攜式喇叭,應用軟體,聊天機器人",
愛瑪數位有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/E936F443ADD662F0C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=633,"Embedded, Security",iEcoNano,"人機介面,電腦鍵盤,滑鼠,生物辨識系統",
愛瑪麗歐股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/AF9D402A22575F72C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=634,"AI Service, Cloud, DataCenter, HPC, SmartHome",AMARYLLO,"其他電腦儲存裝置及媒體,網路監控攝影機,雲端及資訊系統服務",
愛迪歐股份有限公司,https://www.computextaipei.com.tw/zh-tw/exhibitor/8F4D358CD3767411C8BCFEC09834DC71/info.html?lt=data&vt=show-area&cr=635,"DataCenter, EnergyStorage, HPC, Security",IDEAL,"插座,不斷電系統,交換式電源供應器,電源適配器,其他電腦周邊",
